"Txhash","Blockno","UnixTimestamp","DateTime","From","To","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $1343.65/Eth","TxnFee(ETH)","TxnFee(USD)","Historical $Price/Eth","Status","ErrCode","Method","Cody"
"0x025f185262da3c52bf9b87f09a1fea815a27fd8c32a363da72cac0c9cae27436","13117018","1630195155","2021-08-28 23:59:15","0x9056d15c49b19df52ffad1e6c11627f035c0c960","","0x60e4d786628fea6478f785a6d7e704777c86a7c6","0","0","0","0.299746977482028288","402.755026293727","3246.78","","","0x60c06040",""
"0x5d7beb1688239d74b6c7bddf2bc8491cc585cc76537e1ab6a6a19e4516cc6c8f","13117204","1630197524","2021-08-29 00:38:44","0x9056d15c49b19df52ffad1e6c11627f035c0c960","0x60e4d786628fea6478f785a6d7e704777c86a7c6","","0","0","0","0.005341175819280174","7.17667088957581","3225.30","","","Set Base URI",""
"0xad3f9db2e81cceaf790b5ebad5b38e8e383d001c77e2c5667b36c004ffab936f","13117211","1630197626","2021-08-29 00:40:26","0x9056d15c49b19df52ffad1e6c11627f035c0c960","0x60e4d786628fea6478f785a6d7e704777c86a7c6","","0","0","0","0.0061561199026668","8.27167050721825","3225.30","","","Start Public Sale",""
"0x612a5190e324f5455432af3aa2c97e9d35f036929263f55e57d7975a0093bd6c","13117215","1630197658","2021-08-29 00:40:58","0x9056d15c49b19df52ffad1e6c11627f035c0c960","0x60e4d786628fea6478f785a6d7e704777c86a7c6","","2.999444444444444444","0","4030.20352777778","0.008724162705455426","11.7222212191852","3225.30","","","Mint Mutants",""
"0x33ca60f747363e7f85a2d35c3ca8ab0bf05185de16b5fee12b62996f51066fe4","13117220","1630197737","2021-08-29 00:42:17","0x791bf322bc5e20360d27a2d27e4cc5a0790d329f","0x60e4d786628fea6478f785a6d7e704777c86a7c6","","2.99324074074074074","0","4021.8679212963","0.0176654","23.73611471","3225.30","","","Mint Mutants",""
"0x5124691665b9cc284ae5155bc1930c6c1037252bd3d77098c1e8c2d581a47570","13117220","1630197737","2021-08-29 00:42:17","0x6e192b7236814e1ed90761c423ece23dc7fcb6a5","0x60e4d786628fea6478f785a6d7e704777c86a7c6","","2.990277777777777777","0","4017.88673611111","0.01477759","19.8559088035","3225.30","","","Mint Mutants",""
"0xfae154c23584f15c7ae6e321f5ed1b6f5acfc8c2485dca65914889bc7e87c413","13117220","1630197737","2021-08-29 00:42:17","0xa99242ab43b2c36cf09d5bc697afc6f25bd28295","0x60e4d786628fea6478f785a6d7e704777c86a7c6","","2.990277777777777777","0","4017.88673611111","0.011413283771258432","15.3354587392514","3225.30","","","Mint Mutants",""
"0x38d9ea0f98d0d5cb39e0a129f04d56f7b80df08f627fccd06a134cbd06bf5110","13117220","1630197737","2021-08-29 00:42:17","0xf634c7d753bfbddb987820a5ebd30116647fbe25","0x60e4d786628fea6478f785a6d7e704777c86a7c6","","2.99324074074074074","0","4021.8679212963","0.01097237876621329","14.7430367292225","3225.30","","","Mint Mutants",""
"0x7a0d05cdd8e821868110d6d3ca9995ab1e5193095b8da29d5a9b21670dc329c4","13117223","1630197784","2021-08-29 00:43:04","0x0252f92ee3f4430ac419fc3e9ae31df718990842","0x60e4d786628fea6478f785a6d7e704777c86a7c6","","2.989722222222222222","0","4017.14026388889","0.010990061056855082","14.7667955390433","3225.30","","","Mint Mutants",""
"0x016db1440030d16abf75156a9a94934118efe5df88bc65b782cdc3a654a3b5b1","13117224","1630197796","2021-08-29 00:43:16","0x51acc998928778ccbd8fd296d07d7a2269edeaee","0x60e4d786628fea6478f785a6d7e704777c86a7c6","","2.989722222222222222","0","4017.14026388889","0.012021393630626718","16.1525455517916","3225.30","","","Mint Mutants",""
