"Txhash","Blockno","UnixTimestamp","DateTime","From","To","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $1334.06/Eth","TxnFee(ETH)","TxnFee(USD)","Historical $Price/Eth","Status","ErrCode","Method","CODY"
"0x22199329b0aa1aa68902a78e3b32ca327c872fab166c7a2838273de6ad383eba","12287507","1619060596","2021-04-22 03:03:16","0xaba7161a7fb69c88e16ed9f455ce62b791ee4d03","","0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d","0","0","0","0.4282960056807624","571.372569338478","2410.48","","","0x60806040",""
"0xcfb197f62ec5c7f0e71a11ec0c4a0e394a3aa41db5386e85526f86c84b3f2796","12292922","1619133220","2021-04-22 23:13:40","0xaba7161a7fb69c88e16ed9f455ce62b791ee4d03","0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d","","0","0","0","0.306624472","409.05544311632","2410.48","","","Reserve Apes",""
"0xb67412c806f58f8de0ee2c7e6817ba2b1dc83c2b247f95a64fafdff10b6b8630","12293406","1619139782","2021-04-23 01:03:02","0xaba7161a7fb69c88e16ed9f455ce62b791ee4d03","0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d","","0","0","0","0.0087046338384","11.6125038184559","2369.67","","","Set Base URI",""
"0x43889f455b354b48a2cc22ef27786b26010305b2dd2a587b25278c3ba34a1b4f","12294655","1619156742","2021-04-23 05:45:42","0xaba7161a7fb69c88e16ed9f455ce62b791ee4d03","0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d","","0","0","0","0.005452818","7.27438638108","2369.67","","","Flip Sale State",""
"0xfef6c8d8bd0b44260203f896eb7b93c6254d5144cfb0c2c3aa91d4c14bd9eeeb","12294665","1619156927","2021-04-23 05:48:47","0xaba7161a7fb69c88e16ed9f455ce62b791ee4d03","0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d","","0","0","0","0.001910013","2.54807194278","2369.67","","","Flip Sale State",""
"0xa32a21fb9ca8dec79398850717d2f85ffb9eed1a292aa6e79316d4dc2543db05","12298955","1619213800","2021-04-23 21:36:40","0xaba7161a7fb69c88e16ed9f455ce62b791ee4d03","0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d","","0","0","0","0.00320754","4.2790508124","2369.67","","","Flip Sale State",""
"0xeb144bd886f3ffcbcd6be12c660dbce1595caa2461a28f042963c2534fa340b7","12299047","1619214971","2021-04-23 21:56:11","0xf7801b8115f3fe46ac55f8c0fdb5243726bdb66a","0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d","","0.08","0","106.7248","0.01215032","16.2092558992","2369.67","","","Mint Ape",""
"0x8b119c0955a2e4402e6c11b820e84fa700b5e4d36b58e898ef8a4f0668a2f062","12299056","1619215083","2021-04-23 21:58:03","0xce9000536c859b6807c3986b03b73b54e8747cdf","0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d","","0.16","0","213.4496","0.02112693","28.1845922358","2369.67","","","Mint Ape",""
"0xc9a08ce8dfe16b02e31c39b751dd589e09e6704d507a82dc06016ab647de3eb3","12299066","1619215195","2021-04-23 21:59:55","0x8e05bd9fa3059ec69c15bc1a6f4d94f0ac26ce00","0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d","","0.24","0","320.1744","0.032824764","43.79020466184","2369.67","","","Mint Ape",""
"0x6393b50c32a90a7f8ab9beb5594973297e251595238eb0b22b0ac31ec8024a52","12299073","1619215252","2021-04-23 22:00:52","0xdb4df088e85e5d66d2d2ab451d5ead618c124305","0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d","","0.08","0","106.7248","0.01215032","16.2092558992","2369.67","","","Mint Ape",""
"0xb43ec3831af6ed0093057cdf7289fd2766c837bb2257a38b660b4c9467975489","12299114","1619215694","2021-04-23 22:08:14","0x024f1f8b3789bfdf9edb47f58a0d7a3afeaea804","0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d","","0.16","0","213.4496","0.02517867","33.5898565002","2369.67","","","Mint Ape",""
"0x5381241133aa3092f4dd7ee0beb0d98611397d30ed358acf33ee73bba43f5154","12299187","1619216857","2021-04-23 22:27:37","0xce1599327c6cb91c98f876ccc4666869e4862357","0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d","","0.4","0","533.624","0.0195","26.01417","2369.67","Error(0)","Out of gas","Mint Ape",""
"0xd07b8ed95315a287ba0272b67975c1f2249ea3f7818e4cdb3c81e01888046261","12299196","1619216967","2021-04-23 22:29:27","0xce1599327c6cb91c98f876ccc4666869e4862357","0xbc4ca0eda7647a8ab7c2061c2e118a18a936f13d","","0.4","0","533.624","0.0114","15.208284","2369.67","Error(0)","Out of gas","Mint Ape",""
